From	Entry	Entry Name	Protein names
NP_996822	Q9GZW8	MS4A7_HUMAN	Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2)
NP_996822	A0A024R556	A0A024R556_HUMAN	Membrane-spanning 4-domains, subfamily A, member 7, isoform CRA_b
NP_996823	Q9GZW8	MS4A7_HUMAN	Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2)
NP_996823	A0A024R505	A0A024R505_HUMAN	Membrane-spanning 4-domains, subfamily A, member 7, isoform CRA_c
NP_067024	Q9GZW8	MS4A7_HUMAN	Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2)
NP_067024	A0A024R556	A0A024R556_HUMAN	Membrane-spanning 4-domains, subfamily A, member 7, isoform CRA_b
NP_996821	Q9GZW8	MS4A7_HUMAN	Membrane-spanning 4-domains subfamily A member 7 (CD20 antigen-like 4) (CD20/FC-epsilon-RI-beta family member 4) (Four-span transmembrane protein 2)
NP_996821	A0A024R505	A0A024R505_HUMAN	Membrane-spanning 4-domains, subfamily A, member 7, isoform CRA_c
NP_115986	Q96JA4	M4A14_HUMAN	Membrane-spanning 4-domains subfamily A member 14 (Testis development protein NYD-SP21)
NP_640342	Q96DS6	M4A6E_HUMAN	Membrane-spanning 4-domains subfamily A member 6E
NP_996776	Q96PG2	M4A10_HUMAN	Membrane-spanning 4-domains subfamily A member 10 (CD20 antigen-like 7)
NP_004660	O95833	CLIC3_HUMAN	Chloride intracellular channel protein 3
NP_039234	Q9Y696	CLIC4_HUMAN	Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1)
NP_039234	Q6FIC5	Q6FIC5_HUMAN	Chloride intracellular channel protein
NP_058625	Q9NZA1	CLIC5_HUMAN	Chloride intracellular channel protein 5
NP_058625	Q53G01	Q53G01_HUMAN	Chloride intracellular channel protein
NP_001279	O00299	CLIC1_HUMAN	Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27) (NCC27) (Regulatory nuclear chloride ion channel protein) (hRNCC)
NP_001279	Q5SRT3	Q5SRT3_HUMAN	Chloride intracellular channel protein
NP_001280	O15247	CLIC2_HUMAN	Chloride intracellular channel protein 2 (XAP121)
NP_444507	Q96NY7	CLIC6_HUMAN	Chloride intracellular channel protein 6 (Parchorin)
NP_000156	P17302	CXA1_HUMAN	Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein)
NP_000156	A0A654IBU3	A0A654IBU3_HUMAN	Gap junction protein
NP_002051	P35212	CXA4_HUMAN	Gap junction alpha-4 protein (Connexin-37) (Cx37)
NP_005258	P48165	CXA8_HUMAN	Gap junction alpha-8 protein (Connexin-50) (Cx50) (Lens fiber protein MP70)
NP_005258	X5D7G1	X5D7G1_HUMAN	Gap junction protein
NP_006774	O95452	CXB6_HUMAN	Gap junction beta-6 protein (Connexin-30) (Cx30)
NP_006774	A0A024RDS4	A0A024RDS4_HUMAN	Gap junction protein
NP_003995	P29033	CXB2_HUMAN	Gap junction beta-2 protein (Connexin-26) (Cx26)
NP_003995	H9U1J4	H9U1J4_HUMAN	Gap junction protein
NP_065168	Q5T442	CXG2_HUMAN	Gap junction gamma-2 protein (Connexin-46.6) (Cx46.6) (Connexin-47) (Cx47) (Gap junction alpha-12 protein)
NP_065168	A0A654IBV7	A0A654IBV7_HUMAN	Gap junction protein
NP_065711	Q9UKL4	CXD2_HUMAN	Gap junction delta-2 protein (Connexin-36) (Cx36) (Gap junction alpha-9 protein)
NP_005259	O95377	CXB5_HUMAN	Gap junction beta-5 protein (Connexin-31.1) (Cx31.1)
NP_005259	A0A654IE64	A0A654IE64_HUMAN	Gap junction protein
NP_110399	P57773	CXA9_HUMAN	Gap junction alpha-9 protein (Connexin-58) (Cx58) (Connexin-59) (Cx59) (Gap junction alpha-10 protein)
NP_110399	A0A654IBV8	A0A654IBV8_HUMAN	Gap junction protein
NP_115991	Q969M2	CXA10_HUMAN	Gap junction alpha-10 protein (Connexin-62) (Cx62)
NP_115991	A0A654ICQ6	A0A654ICQ6_HUMAN	Gap junction protein
NP_689343	Q8N144	CXD3_HUMAN	Gap junction delta-3 protein (Connexin-31.9) (Cx31.9) (Gap junction alpha-11 protein) (Gap junction chi-1 protein)
NP_689343	A0A654IC68	A0A654IC68_HUMAN	Gap junction protein
NP_068773	Q9Y6H8	CXA3_HUMAN	Gap junction alpha-3 protein (Connexin-46) (Cx46)
NP_694944	Q9NTQ9	CXB4_HUMAN	Gap junction beta-4 protein (Connexin-30.3) (Cx30.3)
NP_694944	A0A654IBS8	A0A654IBS8_HUMAN	Gap junction protein
NP_699199	Q96KN9	CXD4_HUMAN	Gap junction delta-4 protein (Connexin-40.1) (Cx40.1)
NP_000157	P08034	CXB1_HUMAN	Gap junction beta-1 protein (Connexin-32) (Cx32) (GAP junction 28 kDa liver protein)
NP_000157	A0A654ICJ7	A0A654ICJ7_HUMAN	Gap junction protein
NP_001091111	P08034	CXB1_HUMAN	Gap junction beta-1 protein (Connexin-32) (Cx32) (GAP junction 28 kDa liver protein)
NP_001091111	A0A654ICJ7	A0A654ICJ7_HUMAN	Gap junction protein
NP_001073852	P36383	CXG1_HUMAN	Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein)
NP_001073852	A0A654IDC0	A0A654IDC0_HUMAN	Gap junction protein
NP_005488	P36383	CXG1_HUMAN	Gap junction gamma-1 protein (Connexin-45) (Cx45) (Gap junction alpha-7 protein)
NP_005488	A0A654IDC0	A0A654IDC0_HUMAN	Gap junction protein
NP_859054	P36382	CXA5_HUMAN	Gap junction alpha-5 protein (Connexin-40) (Cx40)
NP_859054	X5D2H9	X5D2H9_HUMAN	Gap junction protein
NP_005257	P36382	CXA5_HUMAN	Gap junction alpha-5 protein (Connexin-40) (Cx40)
NP_005257	X5D2H9	X5D2H9_HUMAN	Gap junction protein
NP_001005752	O75712	CXB3_HUMAN	Gap junction beta-3 protein (Connexin-31) (Cx31)
NP_001005752	A0A654ICK0	A0A654ICK0_HUMAN	Gap junction protein
NP_076872	O75712	CXB3_HUMAN	Gap junction beta-3 protein (Connexin-31) (Cx31)
NP_076872	A0A654ICK0	A0A654ICK0_HUMAN	Gap junction protein
NP_853516	Q8NFK1	CXG3_HUMAN	Gap junction gamma-3 protein (Connexin-30.2) (Cx30.2) (Connexin-31.3) (Cx31.3) (Gap junction epsilon-1 protein)
NP_940970	Q6PEY0	CXB7_HUMAN	Gap junction beta-7 protein (Connexin-25) (Cx25)
NP_003147	Q13586	STIM1_HUMAN	Stromal interaction molecule 1
NP_116179	Q96D31	CRCM1_HUMAN	Calcium release-activated calcium channel protein 1 (Protein orai-1) (Transmembrane protein 142A)
NP_116179	A0A024RBT3	A0A024RBT3_HUMAN	Calcium release-activated calcium channel protein 1
NP_116220	Q96SN7	ORAI2_HUMAN	Protein orai-2 (CAP-binding protein complex-interacting protein 2) (Transmembrane protein 142B)
NP_689501	Q9BRQ5	ORAI3_HUMAN	Protein orai-3 (Transmembrane protein 142C)
NP_689501	A0A024QZA7	A0A024QZA7_HUMAN	Protein orai-3
NP_001850	O15431	COPT1_HUMAN	High affinity copper uptake protein 1 (Copper transporter 1) (hCTR1) (Solute carrier family 31 member 1) [Cleaved into: Truncated CTR1 form]
NP_001850	A0A024R824	A0A024R824_HUMAN	Copper transport protein
NP_001851	O15432	COPT2_HUMAN	Protein SLC31A2 (Copper transporter 2) (hCTR2) (Solute carrier family 31 member 2)
NP_001851	Q53X94	Q53X94_HUMAN	Copper transport protein
NP_001276	A8K7I4	CLCA1_HUMAN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 1) (hCLCA1) (Calcium-activated chloride channel protein 1) (CaCC-1) (hCaCC-1)
NP_006527	Q9UQC9	CLCA2_HUMAN	Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]
NP_036260	Q14CN2	CLCA4_HUMAN	Calcium-activated chloride channel regulator 4 (EC 3.4.-.-) (Calcium-activated chloride channel family member 4) (hCLCA4) (Calcium-activated chloride channel protein 2) (CaCC-2) (hCaCC-2) (Chloride channel accessory 4) [Cleaved into: Calcium-activated chloride channel regulator 4, 110 kDa form; Calcium-activated chloride channel regulator 4, 30 kDa form]
NP_001029	P37088	SCNNA_HUMAN	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)
NP_000327	P51168	SCNNB_HUMAN	Amiloride-sensitive sodium channel subunit beta (Beta-NaCH) (Epithelial Na(+) channel subunit beta) (Beta-ENaC) (ENaCB) (Nonvoltage-gated sodium channel 1 subunit beta) (SCNEB)
NP_000327	B2R812	B2R812_HUMAN	Amiloride-sensitive sodium channel subunit beta 1 (Sodium channel, nonvoltage-gated 1, beta (Liddle syndrome), isoform CRA_b) (cDNA, FLJ93691, highly similar to Homo sapiens sodium channel, nonvoltage-gated 1, beta (Liddle syndrome) (SCNN1B), mRNA)
NP_001030	P51170	SCNNG_HUMAN	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)
NP_001030	A5X2V1	A5X2V1_HUMAN	Amiloride-sensitive sodium channel gamma-subunit (Nasal epithelial sodium channel gamma subunit) (Sodium channel, nonvoltage-gated 1, gamma, isoform CRA_a)
NP_064718	Q9UHC3	ASIC3_HUMAN	Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)
NP_064718	A0A090N8Z6	A0A090N8Z6_HUMAN	Amiloride-sensitive cation channel 3
NP_004760	Q9UHC3	ASIC3_HUMAN	Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)
NP_004760	A0A090N7X8	A0A090N7X8_HUMAN	Amiloride-sensitive cation channel 3 (Amiloride-sensitive cation channel 3, isoform CRA_b)
NP_064717	Q9UHC3	ASIC3_HUMAN	Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)
NP_064717	A0A090N8Q1	A0A090N8Q1_HUMAN	Amiloride-sensitive cation channel 3 (Amiloride-sensitive cation channel 3, isoform CRA_d)
NP_064423	P78348	ASIC1_HUMAN	Acid-sensing ion channel 1 (ASIC1) (Amiloride-sensitive cation channel 2, neuronal) (Brain sodium channel 2) (BNaC2)
NP_064423	A8K1U5	A8K1U5_HUMAN	cDNA FLJ75602, highly similar to Homo sapiens amiloride-sensitive cation channel 2, neuronal (ACCN2), transcript variant 2, mRNA
NP_001086	P78348	ASIC1_HUMAN	Acid-sensing ion channel 1 (ASIC1) (Amiloride-sensitive cation channel 2, neuronal) (Brain sodium channel 2) (BNaC2)
NP_001086	A8K1U5	A8K1U5_HUMAN	cDNA FLJ75602, highly similar to Homo sapiens amiloride-sensitive cation channel 2, neuronal (ACCN2), transcript variant 2, mRNA
NP_059115	Q9NY37	ASIC5_HUMAN	Acid-sensing ion channel 5 (ASIC5) (Amiloride-sensitive cation channel 5) (Human intestine Na(+) channel) (HINaC)
NP_878267	Q96FT7	ASIC4_HUMAN	Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)
NP_061144	Q96FT7	ASIC4_HUMAN	Acid-sensing ion channel 4 (ASIC4) (Amiloride-sensitive cation channel 4) (Amiloride-sensitive cation channel 4, pituitary)
NP_061144	A0A8I5KPF5	A0A8I5KPF5_HUMAN	Acid sensing ion channel subunit family member 4 (Amiloride-sensitive cation channel 4, pituitary, isoform CRA_c)
NP_899233	Q16515	ASIC2_HUMAN	Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel 1, neuronal) (Amiloride-sensitive cation channel neuronal 1) (Brain sodium channel 1) (BNC1) (BNaC1) (Mammalian degenerin homolog) (MDEG)
NP_001085	Q16515	ASIC2_HUMAN	Acid-sensing ion channel 2 (ASIC2) (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel 1, neuronal) (Amiloride-sensitive cation channel neuronal 1) (Brain sodium channel 1) (BNC1) (BNaC1) (Mammalian degenerin homolog) (MDEG)
NP_000818	P42261	GRIA1_HUMAN	Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)
NP_000818	Q59GL5	Q59GL5_HUMAN	Glutamate receptor
NP_000821	P39086	GRIK1_HUMAN	Glutamate receptor ionotropic, kainate 1 (GluK1) (Excitatory amino acid receptor 3) (EAA3) (Glutamate receptor 5) (GluR-5) (GluR5)
NP_783300	P39086	GRIK1_HUMAN	Glutamate receptor ionotropic, kainate 1 (GluK1) (Excitatory amino acid receptor 3) (EAA3) (Glutamate receptor 5) (GluR-5) (GluR5)
NP_000824	Q12879	NMDE1_HUMAN	Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)
NP_000824	Q547U9	Q547U9_HUMAN	Glutamate receptor
NP_000825	Q13224	NMDE2_HUMAN	Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3)
NP_000825	A0A8D9PHB2	A0A8D9PHB2_HUMAN	Glutamate receptor
NP_000826	Q14957	NMDE3_HUMAN	Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)
NP_000826	A0A8D9PH81	A0A8D9PH81_HUMAN	Glutamate receptor
NP_000826	O15398	O15398_HUMAN	Glutamate receptor
NP_000827	O15399	NMDE4_HUMAN	Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)
NP_000827	Q59G17	Q59G17_HUMAN	N-methyl-D-aspartate receptor subunit 2D variant
NP_001501	O43424	GRID2_HUMAN	Glutamate receptor ionotropic, delta-2 (GluD2) (GluR delta-2 subunit)
NP_000819	P42263	GRIA3_HUMAN	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)
NP_000819	Q17R51	Q17R51_HUMAN	Glutamate receptor
NP_015564	P42263	GRIA3_HUMAN	Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)
NP_015564	Q17R51	Q17R51_HUMAN	Glutamate receptor
NP_067544	Q05586	NMDZ1_HUMAN	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)
NP_015566	Q05586	NMDZ1_HUMAN	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)
NP_000823	Q05586	NMDZ1_HUMAN	Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)
NP_068775	Q13002	GRIK2_HUMAN	Glutamate receptor ionotropic, kainate 2 (GluK2) (Excitatory amino acid receptor 4) (EAA4) (Glutamate receptor 6) (GluR-6) (GluR6)
NP_068775	A0A8D9PH75	A0A8D9PH75_HUMAN	Glutamate receptor
NP_068775	A8K0H7	A8K0H7_HUMAN	Glutamate receptor
NP_068775	Q8IY40	Q8IY40_HUMAN	GRIK2 protein
NP_786944	Q13002	GRIK2_HUMAN	Glutamate receptor ionotropic, kainate 2 (GluK2) (Excitatory amino acid receptor 4) (EAA4) (Glutamate receptor 6) (GluR-6) (GluR6)
NP_786944	A8K0H7	A8K0H7_HUMAN	Glutamate receptor
NP_786944	Q8IY40	Q8IY40_HUMAN	GRIK2 protein
NP_597702	Q8TCU5	NMD3A_HUMAN	Glutamate receptor ionotropic, NMDA 3A (GluN3A) (N-methyl-D-aspartate receptor subtype 3A) (NMDAR3A) (NR3A) (NMDAR-L)
NP_060021	Q9ULK0	GRID1_HUMAN	Glutamate receptor ionotropic, delta-1 (GluD1) (GluR delta-1 subunit)
NP_060021	A8KAN9	A8KAN9_HUMAN	Glutamate receptor
NP_000822	Q13003	GRIK3_HUMAN	Glutamate receptor ionotropic, kainate 3 (GluK3) (Excitatory amino acid receptor 5) (EAA5) (Glutamate receptor 7) (GluR-7) (GluR7)
NP_055434	Q16099	GRIK4_HUMAN	Glutamate receptor ionotropic, kainate 4 (GluK4) (Excitatory amino acid receptor 1) (EAA1) (Glutamate receptor KA-1) (KA1)
NP_055434	A0A8D9PH79	A0A8D9PH79_HUMAN	Glutamate receptor
NP_002079	Q16478	GRIK5_HUMAN	Glutamate receptor ionotropic, kainate 5 (GluK5) (Excitatory amino acid receptor 2) (EAA2) (Glutamate receptor KA-2) (KA2)
NP_619635	O60391	NMD3B_HUMAN	Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B)
NP_619635	Q5F0I5	Q5F0I5_HUMAN	Glutamate receptor
NP_000820	P48058	GRIA4_HUMAN	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)
NP_000820	Q1WWK6	Q1WWK6_HUMAN	Glutamate receptor
NP_001070711	P48058	GRIA4_HUMAN	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)
NP_001070711	Q1WWK6	Q1WWK6_HUMAN	Glutamate receptor
NP_001070712	P48058	GRIA4_HUMAN	Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)
NP_001070712	A0A8D9PH77	A0A8D9PH77_HUMAN	GluA4-ATD
NP_001077089	P42262	GRIA2_HUMAN	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)
NP_001077088	P42262	GRIA2_HUMAN	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)
NP_000817	P42262	GRIA2_HUMAN	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)
NP_001041675	Q96S66	CLCC1_HUMAN	Chloride channel CLIC-like protein 1 (Mid-1-related chloride channel protein 1)
NP_001041675	A0A024R0G0	A0A024R0G0_HUMAN	Chloride channel CLIC-like protein 1
NP_055942	Q96S66	CLCC1_HUMAN	Chloride channel CLIC-like protein 1 (Mid-1-related chloride channel protein 1)
NP_055942	A0A024R095	A0A024R095_HUMAN	Chloride channel CLIC-like protein 1
NP_001284	P54105	ICLN_HUMAN	Methylosome subunit pICln (Chloride channel, nucleotide sensitive 1A) (Chloride conductance regulatory protein ICln) (I(Cln)) (Chloride ion current inducer protein) (ClCI) (Reticulocyte pICln)
NP_056183	Q96RD7	PANX1_HUMAN	Pannexin-1
NP_056183	A0A024R397	A0A024R397_HUMAN	Pannexin
NP_443071	Q96RD6	PANX2_HUMAN	Pannexin-2
NP_443071	B3KTT7	B3KTT7_HUMAN	Pannexin
NP_443071	Q495U3	Q495U3_HUMAN	PANX2 protein
NP_443191	Q96QZ0	PANX3_HUMAN	Pannexin-3
NP_000882	P63252	KCNJ2_HUMAN	Inward rectifier potassium channel 2 (Cardiac inward rectifier potassium channel) (Inward rectifier K(+) channel Kir2.1) (IRK-1) (hIRK1) (Potassium channel, inwardly rectifying subfamily J member 2)
NP_002230	P48549	KCNJ3_HUMAN	G protein-activated inward rectifier potassium channel 1 (GIRK-1) (Inward rectifier K(+) channel Kir3.1) (Potassium channel, inwardly rectifying subfamily J member 3)
NP_002231	P48051	KCNJ6_HUMAN	G protein-activated inward rectifier potassium channel 2 (GIRK-2) (BIR1) (Inward rectifier K(+) channel Kir3.2) (KATP-2) (Potassium channel, inwardly rectifying subfamily J member 6)
NP_004973	Q15842	KCNJ8_HUMAN	ATP-sensitive inward rectifier potassium channel 8 (Inward rectifier K(+) channel Kir6.1) (Potassium channel, inwardly rectifying subfamily J member 8) (uKATP-1)
NP_004973	A0A024RAV6	A0A024RAV6_HUMAN	Potassium inwardly-rectifying channel, subfamily J, member 8, isoform CRA_a
NP_066292	Q14500	KCJ12_HUMAN	ATP-sensitive inward rectifier potassium channel 12 (Inward rectifier K(+) channel Kir2.2) (IRK-2) (Inward rectifier K(+) channel Kir2.2v) (Potassium channel, inwardly rectifying subfamily J member 12)
NP_000881	P48544	KCNJ5_HUMAN	G protein-activated inward rectifier potassium channel 4 (GIRK-4) (Cardiac inward rectifier) (CIR) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4) (IRK-4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)
NP_000881	A0A5J6E2W8	A0A5J6E2W8_HUMAN	G protein-activated inward rectifier potassium channel 4 (Cardiac inward rectifier) (Heart KATP channel) (Inward rectifier K(+) channel Kir3.4) (KATP-1) (Potassium channel, inwardly rectifying subfamily J member 5)
NP_002232	P78508	KCJ10_HUMAN	ATP-sensitive inward rectifier potassium channel 10 (ATP-dependent inwardly rectifying potassium channel Kir4.1) (Inward rectifier K(+) channel Kir1.2) (Potassium channel, inwardly rectifying subfamily J member 10)
NP_004974	Q92806	KCNJ9_HUMAN	G protein-activated inward rectifier potassium channel 3 (GIRK-3) (Inward rectifier K(+) channel Kir3.3) (Potassium channel, inwardly rectifying subfamily J member 9)
NP_000516	Q14654	KCJ11_HUMAN	ATP-sensitive inward rectifier potassium channel 11 (IKATP) (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)
NP_000516	B2RC52	B2RC52_HUMAN	ATP-sensitive inward rectifier potassium channel 11 (Inward rectifier K(+) channel Kir6.2) (Potassium channel, inwardly rectifying subfamily J member 11)
NP_002233	O60928	KCJ13_HUMAN	Inward rectifier potassium channel 13 (Inward rectifier K(+) channel Kir7.1) (Potassium channel, inwardly rectifying subfamily J member 13)
NP_733932	Q99712	KCJ15_HUMAN	ATP-sensitive inward rectifier potassium channel 15 (Inward rectifier K(+) channel Kir1.3) (Inward rectifier K(+) channel Kir4.2) (Potassium channel, inwardly rectifying subfamily J member 15)
NP_002234	Q99712	KCJ15_HUMAN	ATP-sensitive inward rectifier potassium channel 15 (Inward rectifier K(+) channel Kir1.3) (Inward rectifier K(+) channel Kir4.2) (Potassium channel, inwardly rectifying subfamily J member 15)
NP_733933	Q99712	KCJ15_HUMAN	ATP-sensitive inward rectifier potassium channel 15 (Inward rectifier K(+) channel Kir1.3) (Inward rectifier K(+) channel Kir4.2) (Potassium channel, inwardly rectifying subfamily J member 15)
NP_004972	P48050	KCNJ4_HUMAN	Inward rectifier potassium channel 4 (HIRK2) (HRK1) (Hippocampal inward rectifier) (HIR) (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)
NP_004972	A0A024R1L8	A0A024R1L8_HUMAN	Potassium inwardly-rectifying channel, subfamily J, member 4, isoform CRA_a
NP_690607	P48050	KCNJ4_HUMAN	Inward rectifier potassium channel 4 (HIRK2) (HRK1) (Hippocampal inward rectifier) (HIR) (Inward rectifier K(+) channel Kir2.3) (IRK-3) (Potassium channel, inwardly rectifying subfamily J member 4)
NP_690607	A0A024R1L8	A0A024R1L8_HUMAN	Potassium inwardly-rectifying channel, subfamily J, member 4, isoform CRA_a
NP_690607	Q58F07	Q58F07_HUMAN	KCNJ4 protein
NP_037480	Q9UNX9	KCJ14_HUMAN	ATP-sensitive inward rectifier potassium channel 14 (Inward rectifier K(+) channel Kir2.4) (IRK-4) (Potassium channel, inwardly rectifying subfamily J member 14)
NP_722448	P48048	KCNJ1_HUMAN	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)
NP_722448	A0A024R3K6	A0A024R3K6_HUMAN	Potassium inwardly-rectifying channel, subfamily J, member 1, isoform CRA_a
NP_722449	P48048	KCNJ1_HUMAN	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)
NP_722450	P48048	KCNJ1_HUMAN	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)
NP_722450	A0A024R3K6	A0A024R3K6_HUMAN	Potassium inwardly-rectifying channel, subfamily J, member 1, isoform CRA_a
